playerID,focusTime1,focusEnvTime1,focusPeoTime1,focusUITime1,jumpCount1,EnvPeo1,EnvUI1,PeoEnv1,PeoUI1,UIEnv1,UIPeo1,focusTime2,focusEnvTime2,focusPeoTime2,focusUITime2,jumpCount2,EnvPeo2,EnvUI2,PeoEnv2,PeoUI2,UIEnv2,UIPeo2,focusTime3,focusEnvTime3,focusPeoTime3,focusUITime3,jumpCount3,EnvPeo3,EnvUI3,PeoEnv3,PeoUI3,UIEnv3,UIPeo3,focusTime4,focusEnvTime4,focusPeoTime4,focusUITime4,jumpCount4,EnvPeo4,EnvUI4,PeoEnv4,PeoUI4,UIEnv4,UIPeo4,focusTime5,focusEnvTime5,focusPeoTime5,focusUITime5,jumpCount5,EnvPeo5,EnvUI5,PeoEnv5,PeoUI5,UIEnv5,UIPeo5,focusTime6,focusEnvTime6,focusPeoTime6,focusUITime6,jumpCount6,EnvPeo6,EnvUI6,PeoEnv6,PeoUI6,UIEnv6,UIPeo6
C21,1188,0.27946127946127947,0.0,0.7205387205387206,35,0.0,0.51429,0.0,0.0,0.48571,0.0,3485,0.35781922525107607,0.0,0.642180774748924,114,0.0,0.5,0.0,0.0,0.5,0.0,7192,0.4724694104560623,0.06701890989988876,0.46051167964404893,611,0.14403,0.33715,0.13748,0.02291,0.34206,0.01637,8942,0.27286960411541045,0.0074927309326772535,0.7196376649519123,351,0.03134,0.46154,0.02279,0.0114,0.47009,0.00285,3543,0.2018063787750494,0.008749647191645497,0.7894439740333051,112,0.07143,0.42857,0.0625,0.00893,0.42857,0.0,292,0.7054794520547946,0.0,0.2945205479452055,2,0.0,0.5,0.0,0.0,0.5,0.0
C22,1162,0.27452667814113596,0.0,0.725473321858864,27,0.0,0.51852,0.0,0.0,0.48148,0.0,2917,0.3013369900582791,0.0,0.6986630099417209,56,0.0,0.5,0.0,0.0,0.5,0.0,7296,0.5445449561403509,0.07634320175438597,0.37911184210526316,518,0.17375,0.31274,0.16795,0.01737,0.3166,0.01158,8868,0.2798827244023455,0.005751014884979702,0.7143662607126748,361,0.02216,0.47645,0.01662,0.00554,0.47922,0.0,3428,0.24941656942823803,0.0026254375729288216,0.7479579929988331,145,0.01379,0.48276,0.02069,0.0,0.47586,0.0069,314,0.6114649681528662,0.0,0.3885350318471338,1,0.0,1.0,0.0,0.0,0.0,0.0
C24,583,0.3259005145797599,0.0,0.6740994854202401,16,0.0,0.5,0.0,0.0,0.5,0.0,3960,0.4904040404040404,0.0,0.5095959595959596,122,0.0,0.5,0.0,0.0,0.5,0.0,6496,0.5523399014778325,0.12977216748768472,0.31788793103448276,493,0.22921,0.24341,0.21704,0.03448,0.25355,0.02231,10987,0.40675343587876583,0.00910166560480568,0.5841448985164285,330,0.03636,0.46364,0.03333,0.00303,0.46364,0.0,5629,0.4194350683958074,0.0028424231657488007,0.5777225084384437,193,0.02591,0.46632,0.02591,0.01036,0.46114,0.01036,315,0.7396825396825397,0.0,0.26031746031746034,4,0.0,0.5,0.0,0.0,0.5,0.0
C26,1041,0.2910662824207493,0.0,0.7089337175792507,39,0.0,0.51282,0.0,0.0,0.48718,0.0,3091,0.3623422840504691,0.0,0.6376577159495309,100,0.0,0.5,0.0,0.0,0.5,0.0,7574,0.4515447583839451,0.13255875363084235,0.41589648798521256,640,0.20156,0.26562,0.19062,0.03906,0.275,0.02813,8809,0.4000454081053468,0.007038256328754683,0.5929163355658985,565,0.01062,0.49027,0.01062,0.0,0.4885,0.0,3390,0.28584070796460176,0.011799410029498525,0.7023598820058997,198,0.0303,0.4697,0.03535,0.0,0.4596,0.00505,365,0.6410958904109589,0.0,0.3589041095890411,5,0.0,0.6,0.0,0.0,0.4,0.0
C27,1060,0.35094339622641507,0.0,0.6490566037735849,26,0.0,0.5,0.0,0.0,0.5,0.0,3602,0.29816768461965576,0.0,0.7018323153803443,70,0.0,0.5,0.0,0.0,0.5,0.0,6858,0.42592592592592593,0.10994459025955089,0.4641294838145232,564,0.16135,0.31206,0.14894,0.03369,0.3227,0.02128,11870,0.26975568660488625,0.014069081718618365,0.7161752316764953,345,0.03478,0.46087,0.03478,0.0058,0.45797,0.0058,3222,0.25884543761638734,0.029484792054624457,0.7116697703289883,132,0.08333,0.41667,0.09091,0.0,0.40152,0.00758,321,0.6978193146417445,0.0,0.30218068535825543,7,0.0,0.57143,0.0,0.0,0.42857,0.0
C28,1087,0.33946642134314625,0.0,0.6605335786568537,18,0.0,0.5,0.0,0.0,0.5,0.0,3879,0.3640113431296726,0.0,0.6359886568703274,90,0.0,0.5,0.0,0.0,0.5,0.0,9937,0.412498742075073,0.11733923719432424,0.4701620207306028,776,0.20232,0.26031,0.19201,0.04253,0.27062,0.03222,11310,0.26976127320954907,0.015296198054818744,0.7149425287356321,419,0.05012,0.44869,0.04535,0.00477,0.45107,0.0,3760,0.2651595744680851,0.0050531914893617025,0.7297872340425532,141,0.03546,0.46099,0.04255,0.0,0.4539,0.00709,351,0.6068376068376068,0.0,0.39316239316239315,3,0.0,0.66667,0.0,0.0,0.33333,0.0
C30,1506,0.22841965471447542,0.0,0.7715803452855245,30,0.0,0.5,0.0,0.0,0.5,0.0,5470,0.4809872029250457,0.0,0.5190127970749543,110,0.0,0.5,0.0,0.0,0.5,0.0,8282,0.45930934556870323,0.10951460999758512,0.43117604443371166,527,0.19545,0.26565,0.19545,0.03985,0.26376,0.03985,9378,0.24866709319684369,0.009170398805715504,0.7421625079974408,258,0.04651,0.44961,0.03876,0.00775,0.45736,0.0,3422,0.22092343658679134,0.007305669199298656,0.77177089421391,115,0.03478,0.46087,0.02609,0.0087,0.46957,0.0,361,0.6149584487534626,0.0,0.3850415512465374,1,0.0,1.0,0.0,0.0,0.0,0.0
C32,1242,0.2834138486312399,0.0,0.71658615136876,24,0.0,0.5,0.0,0.0,0.5,0.0,5803,0.44735481647423747,0.0,0.5526451835257625,170,0.0,0.5,0.0,0.0,0.5,0.0,8400,0.5577380952380953,0.12654761904761905,0.3157142857142857,900,0.16556,0.30111,0.16222,0.03556,0.30333,0.03222,11876,0.39314584035028627,0.014988211519029977,0.5918659481306837,611,0.0311,0.46645,0.03437,0.00164,0.46154,0.00491,4718,0.26494277236117,0.017168291649003815,0.7178889359898262,243,0.06584,0.42387,0.06173,0.01235,0.42798,0.00823,337,0.6379821958456974,0.0,0.3620178041543027,11,0.0,0.54545,0.0,0.0,0.45455,0.0
C34,2346,0.5733162830349531,0.0,0.42668371696504687,28,0.0,0.5,0.0,0.0,0.5,0.0,4562,0.37023235423060064,0.0,0.6297676457693994,132,0.0,0.5,0.0,0.0,0.5,0.0,7162,0.4757051103043842,0.11323652611002513,0.4110583635855906,493,0.18661,0.28803,0.17241,0.03245,0.30223,0.01826,8228,0.2926592124453087,0.00850753524550316,0.6988332523091881,205,0.02439,0.47805,0.02439,0.0,0.47317,0.0,5310,0.17740112994350282,0.0,0.8225988700564971,143,0.0,0.5035,0.0,0.0,0.4965,0.0,359,0.6155988857938719,0.0,0.38440111420612816,1,0.0,1.0,0.0,0.0,0.0,0.0
C35,1355,0.37047970479704795,0.0,0.629520295202952,55,0.0,0.50909,0.0,0.0,0.49091,0.0,3334,0.34883023395320933,0.0,0.6511697660467907,128,0.0,0.5,0.0,0.0,0.5,0.0,6944,0.511520737327189,0.08870967741935484,0.39976958525345624,676,0.14941,0.31657,0.13757,0.03994,0.3284,0.02811,9904,0.3130048465266559,0.00737075928917609,0.679624394184168,471,0.02548,0.47134,0.02123,0.00637,0.47346,0.00212,2892,0.3302213001383126,0.001037344398340249,0.6687413554633471,157,0.01911,0.48408,0.01911,0.0,0.47771,0.0,347,0.760806916426513,0.0,0.23919308357348704,9,0.0,0.55556,0.0,0.0,0.44444,0.0
C36,955,0.45968586387434557,0.0,0.5403141361256545,42,0.0,0.5,0.0,0.0,0.5,0.0,2950,0.471864406779661,0.0,0.528135593220339,96,0.0,0.5,0.0,0.0,0.5,0.0,6684,0.4920706163973668,0.1359964093357271,0.371932974266906,696,0.1954,0.27155,0.19109,0.03592,0.27443,0.03161,6645,0.33303235515425134,0.015199398043641836,0.6517682468021069,240,0.05833,0.44167,0.05833,0.0,0.44167,0.0,2819,0.3164242639233771,0.006385242993969493,0.6771904930826534,137,0.0365,0.46715,0.0292,0.0,0.46715,0.0,316,0.7373417721518988,0.0,0.2626582278481013,8,0.0,0.5,0.0,0.0,0.5,0.0
C38,1067,0.3992502343017807,0.0,0.6007497656982193,38,0.0,0.5,0.0,0.0,0.5,0.0,3438,0.32460732984293195,0.0,0.675392670157068,126,0.0,0.5,0.0,0.0,0.5,0.0,6599,0.48416426731322926,0.09683285346264585,0.4190028792241249,548,0.21715,0.26277,0.2135,0.0219,0.26642,0.01825,8807,0.3919609401612354,0.009424321562393551,0.598614738276371,295,0.05424,0.44068,0.05424,0.00678,0.43729,0.00678,3202,0.3953778888194878,0.003123048094940662,0.6014990630855716,125,0.056,0.44,0.032,0.016,0.456,0.0,338,0.6568047337278107,0.0,0.3431952662721893,3,0.0,0.66667,0.0,0.0,0.33333,0.0
C39,3491,0.49727871670008594,0.0,0.5027212832999141,52,0.0,0.5,0.0,0.0,0.5,0.0,5744,0.4322771587743733,0.0,0.5677228412256268,148,0.0,0.5,0.0,0.0,0.5,0.0,10105,0.5136071251855517,0.09510143493320139,0.3912914398812469,726,0.15565,0.33058,0.15152,0.01653,0.33333,0.0124,11862,0.26740853144495025,0.010284943517113471,0.7223065250379362,398,0.02261,0.47236,0.02764,0.00251,0.46734,0.00754,4551,0.3065260382333553,0.03339925291144803,0.6600747088551967,217,0.07373,0.41935,0.05991,0.01382,0.42857,0.00461,338,0.7455621301775148,0.0,0.25443786982248523,13,0.0,0.53846,0.0,0.0,0.46154,0.0
C40,1181,0.327688399661304,0.0,0.672311600338696,36,0.0,0.5,0.0,0.0,0.5,0.0,5581,0.4511736247984232,0.0,0.5488263752015767,180,0.0,0.5,0.0,0.0,0.5,0.0,7660,0.5297650130548303,0.09425587467362924,0.37597911227154046,605,0.21322,0.27438,0.20331,0.01818,0.28264,0.00826,10454,0.2683183470441936,0.022575090874306484,0.7091065620814999,347,0.03458,0.46398,0.0317,0.00288,0.46686,0.0,6197,0.22639987090527675,0.00048410521219945134,0.7731160238825238,232,0.00431,0.49569,0.00431,0.0,0.49569,0.0,354,0.6977401129943502,0.0,0.3022598870056497,7,0.0,0.57143,0.0,0.0,0.42857,0.0
C41,1436,0.3474930362116992,0.0,0.6525069637883009,41,0.0,0.5122,0.0,0.0,0.4878,0.0,4002,0.3670664667666167,0.0,0.6329335332333833,138,0.0,0.5,0.0,0.0,0.5,0.0,7884,0.43138001014713345,0.11516996448503297,0.4534500253678336,662,0.18731,0.27039,0.16314,0.05438,0.29456,0.03021,9171,0.31948533420564823,0.015265510849416639,0.6652491549449351,352,0.01989,0.48011,0.02273,0.0,0.47443,0.00284,6053,0.24252436808194283,0.00264331736329093,0.7548323145547662,283,0.0212,0.48057,0.0212,0.0,0.47703,0.0,354,0.768361581920904,0.0,0.23163841807909605,20,0.0,0.5,0.0,0.0,0.5,0.0
C47,1239,0.3648103309120258,0.0,0.6351896690879741,32,0.0,0.5,0.0,0.0,0.5,0.0,3249,0.33487226839027395,0.0,0.665127731609726,88,0.0,0.5,0.0,0.0,0.5,0.0,7167,0.4515138830752058,0.11176224361657597,0.4367238733082182,562,0.17616,0.27936,0.16726,0.04982,0.28648,0.04093,9995,0.27133566783391694,0.010805402701350676,0.7178589294647324,429,0.01632,0.48485,0.01632,0.0,0.48252,0.0,5602,0.22813280971081756,0.011602998928953945,0.7602641913602285,364,0.06044,0.43681,0.05769,0.00549,0.43681,0.00275,338,0.7041420118343196,0.0,0.2958579881656805,2,0.0,0.5,0.0,0.0,0.5,0.0
C48,1486,0.4300134589502019,0.0,0.5699865410497981,52,0.0,0.5,0.0,0.0,0.5,0.0,3725,0.454496644295302,0.0,0.545503355704698,120,0.0,0.5,0.0,0.0,0.5,0.0,8337,0.4623965455199712,0.15173323737555475,0.38587021710447406,874,0.21625,0.246,0.20595,0.04348,0.25515,0.03318,11876,0.35112832603570227,0.014988211519029977,0.6338834624452677,421,0.03563,0.46318,0.03563,0.00238,0.46081,0.00238,3104,0.27996134020618557,0.017396907216494846,0.7026417525773195,132,0.05303,0.44697,0.05303,0.0,0.44697,0.0,344,0.9040697674418605,0.0,0.09593023255813954,4,0.0,0.5,0.0,0.0,0.5,0.0
