playerID,focusTime1,focusEnvTime1,focusPeoTime1,focusUITime1,jumpCount1,EnvPeo1,EnvUI1,PeoEnv1,PeoUI1,UIEnv1,UIPeo1,focusTime2,focusEnvTime2,focusPeoTime2,focusUITime2,jumpCount2,EnvPeo2,EnvUI2,PeoEnv2,PeoUI2,UIEnv2,UIPeo2,focusTime3,focusEnvTime3,focusPeoTime3,focusUITime3,jumpCount3,EnvPeo3,EnvUI3,PeoEnv3,PeoUI3,UIEnv3,UIPeo3,focusTime4,focusEnvTime4,focusPeoTime4,focusUITime4,jumpCount4,EnvPeo4,EnvUI4,PeoEnv4,PeoUI4,UIEnv4,UIPeo4,focusTime5,focusEnvTime5,focusPeoTime5,focusUITime5,jumpCount5,EnvPeo5,EnvUI5,PeoEnv5,PeoUI5,UIEnv5,UIPeo5,focusTime6,focusEnvTime6,focusPeoTime6,focusUITime6,jumpCount6,EnvPeo6,EnvUI6,PeoEnv6,PeoUI6,UIEnv6,UIPeo6
C02,1145,0.33362445414847164,0.0,0.6663755458515284,26,0.0,0.5,0.0,0.0,0.5,0.0,3136,0.3565051020408163,0.0,0.6434948979591837,74,0.0,0.5,0.0,0.0,0.5,0.0,7709,0.4806070826306914,0.11531975612919963,0.40407316124010895,612,0.22712,0.24673,0.22712,0.02614,0.2451,0.02778,10420,0.26429942418426106,0.012092130518234165,0.7236084452975048,339,0.03835,0.46313,0.03835,0.0,0.46018,0.0,5694,0.24815595363540568,0.01563048823322796,0.7362135581313664,202,0.07921,0.42079,0.07921,0.0,0.42079,0.0,300,0.6333333333333333,0.0,0.36666666666666664,9,0.0,0.55556,0.0,0.0,0.44444,0.0
C03,2025,0.3861728395061728,0.0,0.6138271604938271,100,0.0,0.5,0.0,0.0,0.5,0.0,3549,0.37193575655114114,0.0,0.6280642434488588,166,0.0,0.5,0.0,0.0,0.5,0.0,9038,0.5084089400309804,0.11861031201593272,0.37298074795308694,1297,0.16654,0.31303,0.16345,0.02236,0.31534,0.01928,10120,0.5910079051383399,0.01383399209486166,0.3951581027667984,1093,0.01555,0.48399,0.01464,0.00091,0.4849,0.0,3734,0.468130690948045,0.005623995715050884,0.5262453133369042,387,0.02067,0.47804,0.01809,0.00258,0.48062,0.0,340,0.7352941176470589,0.0,0.2647058823529412,10,0.0,0.5,0.0,0.0,0.5,0.0
C04,1060,0.4650943396226415,0.0,0.5349056603773585,25,0.0,0.52,0.0,0.0,0.48,0.0,3451,0.33758330918574325,0.0,0.6624166908142567,104,0.0,0.5,0.0,0.0,0.5,0.0,6004,0.43687541638907396,0.11309127248501,0.45003331112591605,476,0.2458,0.20798,0.2437,0.04832,0.20798,0.04622,10359,0.2690414132638286,0.007722753161502075,0.7232358335746694,321,0.01246,0.48598,0.01246,0.00312,0.48287,0.00312,5077,0.1688004727201103,0.01063620248178058,0.8205633247981091,184,0.04348,0.45652,0.04891,0.0,0.44565,0.00543,318,0.6509433962264151,0.0,0.3490566037735849,5,0.0,0.6,0.0,0.0,0.4,0.0
C05,1424,0.5379213483146067,0.0,0.46207865168539325,98,0.0,0.5,0.0,0.0,0.5,0.0,4703,0.4131405485860089,0.0,0.5868594514139911,182,0.0,0.5,0.0,0.0,0.5,0.0,6788,0.48497348261638185,0.13273423688862698,0.38229228049499114,919,0.13058,0.33297,0.1197,0.04244,0.34276,0.03156,7882,0.6758436944937833,0.022075615326059377,0.3020806901801573,626,0.03195,0.46805,0.03195,0.0,0.46805,0.0,3491,0.4359782297336007,0.01890575766256087,0.5451160126038385,261,0.02682,0.47126,0.03065,0.0,0.46743,0.00383,354,0.9661016949152542,0.0,0.03389830508474576,2,0.0,0.5,0.0,0.0,0.5,0.0
C06,1031,0.41707080504364696,0.0,0.5829291949563531,28,0.0,0.5,0.0,0.0,0.5,0.0,2952,0.3888888888888889,0.0,0.6111111111111112,80,0.0,0.5,0.0,0.0,0.5,0.0,7389,0.4030315333604006,0.17295980511571254,0.42400866152388683,575,0.19826,0.24522,0.19826,0.05739,0.24348,0.05739,9139,0.30758288653025495,0.02057117846591531,0.6718459350038297,346,0.04624,0.45376,0.04624,0.0,0.45376,0.0,4537,0.3290720740577474,0.01278377782675777,0.6581441481154948,206,0.06311,0.43204,0.07282,0.0,0.42233,0.00971,350,0.7657142857142857,0.0,0.2342857142857143,2,0.0,0.5,0.0,0.0,0.5,0.0
C07,1037,0.3789778206364513,0.0,0.6210221793635486,26,0.0,0.5,0.0,0.0,0.5,0.0,3438,0.34904013961605584,0.0,0.6509598603839442,108,0.0,0.5,0.0,0.0,0.5,0.0,7793,0.39715128961888874,0.10291287052482997,0.49993583985628126,717,0.14505,0.30683,0.12831,0.05718,0.32218,0.04045,8965,0.26737311767986616,0.01829336307863915,0.7143335192414947,316,0.03797,0.46203,0.03797,0.0,0.46203,0.0,3400,0.28941176470588237,0.02823529411764706,0.6823529411764706,163,0.1227,0.37423,0.11656,0.00613,0.38037,0.0,290,0.6310344827586207,0.0,0.3689655172413793,7,0.0,0.57143,0.0,0.0,0.42857,0.0
C08,726,0.24242424242424243,0.0,0.7575757575757576,25,0.0,0.52,0.0,0.0,0.48,0.0,6479,0.5746257138447292,0.0,0.4253742861552709,222,0.0,0.5,0.0,0.0,0.5,0.0,7584,0.5403481012658228,0.05709388185654008,0.40255801687763715,614,0.13844,0.33876,0.12541,0.02932,0.35179,0.01629,10371,0.35416064024684213,0.0007713817375373638,0.6450679780156204,736,0.00408,0.49592,0.00543,0.0,0.49321,0.00136,5580,0.22634408602150538,0.001971326164874552,0.77168458781362,241,0.0083,0.49378,0.00415,0.0,0.49378,0.0,334,0.7125748502994012,0.0,0.2874251497005988,9,0.0,0.55556,0.0,0.0,0.44444,0.0
C09,955,0.3183246073298429,0.0,0.6816753926701571,23,0.0,0.52174,0.0,0.0,0.47826,0.0,3928,0.31262729124236255,0.0,0.6873727087576375,162,0.0,0.5,0.0,0.0,0.5,0.0,8252,0.4958797867183713,0.1062772661173049,0.3978429471643238,793,0.15006,0.32409,0.13997,0.03153,0.33291,0.02144,9092,0.32908051033875935,0.01715794104707435,0.6537615486141664,379,0.02639,0.47493,0.02639,0.0,0.4723,0.0,3983,0.25081596786341953,0.009038413256339443,0.740145618880241,163,0.02454,0.47239,0.02454,0.00613,0.46626,0.00613,329,0.6534954407294833,0.0,0.3465045592705167,5,0.0,0.6,0.0,0.0,0.4,0.0
C10,856,0.4030373831775701,0.0,0.5969626168224299,30,0.0,0.5,0.0,0.0,0.5,0.0,3319,0.3986140403736065,0.0,0.6013859596263935,210,0.0,0.5,0.0,0.0,0.5,0.0,6495,0.48775981524249423,0.11732101616628175,0.394919168591224,831,0.16606,0.31047,0.16968,0.02166,0.30686,0.02527,7887,0.4076328134905541,0.01724356536072017,0.5751236211487257,458,0.0262,0.4738,0.0262,0.0,0.4738,0.0,2785,0.3867145421903052,0.003231597845601436,0.6100538599640933,190,0.01579,0.48421,0.01579,0.0,0.48421,0.0,307,0.7035830618892508,0.0,0.2964169381107492,7,0.0,0.57143,0.0,0.0,0.42857,0.0
C11,1004,0.4043824701195219,0.0,0.5956175298804781,34,0.0,0.5,0.0,0.0,0.5,0.0,3898,0.30631092868137505,0.0,0.6936890713186249,108,0.0,0.5,0.0,0.0,0.5,0.0,7648,0.4803870292887029,0.12316945606694561,0.39644351464435146,773,0.18111,0.26003,0.16171,0.06856,0.27943,0.04916,10163,0.32441208304634456,0.02095837843156548,0.6546295385220899,257,0.02724,0.46693,0.02335,0.00778,0.47082,0.00389,3865,0.3001293661060802,0.027684346701164295,0.6721862871927555,158,0.09494,0.40506,0.09494,0.0,0.40506,0.0,324,0.9135802469135802,0.0,0.08641975308641975,2,0.0,0.5,0.0,0.0,0.5,0.0
C12,1126,0.27708703374777977,0.0,0.7229129662522202,25,0.0,0.52,0.0,0.0,0.48,0.0,3477,0.29767040552200175,0.0,0.7023295944779983,86,0.0,0.5,0.0,0.0,0.5,0.0,8564,0.4631013545072396,0.12786081270434377,0.40903783278841666,572,0.21503,0.25874,0.21678,0.02622,0.25524,0.02797,9467,0.2709411640435196,0.021865427273687545,0.7071934086827929,225,0.03556,0.46667,0.03556,0.0,0.46222,0.0,4983,0.2241621513144692,0.0028095524784266506,0.7730282962071041,144,0.03472,0.46528,0.04167,0.0,0.45139,0.00694,370,0.6621621621621622,0.0,0.33783783783783783,2,0.0,0.5,0.0,0.0,0.5,0.0
C13,1080,0.41944444444444445,0.0,0.5805555555555556,46,0.0,0.5,0.0,0.0,0.5,0.0,3441,0.31793083405986633,0.0,0.6820691659401337,128,0.0,0.5,0.0,0.0,0.5,0.0,6886,0.5329654371187917,0.13273308161487074,0.3343014812663375,647,0.17774,0.29985,0.17311,0.02473,0.30448,0.02009,7814,0.4319170719221909,0.013309444586639366,0.5547734834911697,514,0.02335,0.47665,0.02335,0.0,0.47665,0.0,5438,0.2655388010297904,0.013424052960647297,0.7210371460095624,281,0.03559,0.46263,0.03915,0.0,0.45907,0.00356,326,0.8711656441717791,0.0,0.12883435582822086,6,0.0,0.5,0.0,0.0,0.5,0.0
C15,998,0.39478957915831664,0.0,0.6052104208416834,25,0.0,0.52,0.0,0.0,0.48,0.0,4498,0.40262338817252113,0.0,0.5973766118274789,166,0.0,0.5,0.0,0.0,0.5,0.0,7305,0.5023956194387406,0.0839151266255989,0.41368925393566053,688,0.17878,0.28052,0.1686,0.04651,0.28924,0.03634,11003,0.3113696264655094,0.005634826865400345,0.6829955466690902,751,0.01332,0.48735,0.01332,0.0,0.48602,0.0,4041,0.2635486265775798,0.006928977975748577,0.7295223954466716,234,0.02991,0.47009,0.02564,0.00427,0.47009,0.0,341,0.6304985337243402,0.0,0.36950146627565983,3,0.0,0.66667,0.0,0.0,0.33333,0.0
C16,1856,0.4348060344827586,0.0,0.5651939655172413,34,0.0,0.5,0.0,0.0,0.5,0.0,4166,0.3463754200672107,0.0,0.6536245799327892,134,0.0,0.5,0.0,0.0,0.5,0.0,7640,0.4943717277486911,0.07225130890052356,0.43337696335078535,594,0.18182,0.29798,0.1734,0.02525,0.30471,0.01684,8806,0.3521462639109698,0.014535543947308653,0.6333181921417216,536,0.01306,0.48694,0.01119,0.00187,0.48694,0.0,2812,0.3879800853485064,0.003200568990042674,0.6088193456614509,246,0.01626,0.47561,0.00813,0.0122,0.48374,0.00407,347,0.7002881844380403,0.0,0.29971181556195964,4,0.0,0.5,0.0,0.0,0.5,0.0
C17,1394,0.3680057388809182,0.0,0.6319942611190817,52,0.0,0.5,0.0,0.0,0.5,0.0,3623,0.3894562517250897,0.0,0.6105437482749103,170,0.0,0.5,0.0,0.0,0.5,0.0,8542,0.4598454694450948,0.14996487941933972,0.3901896511355654,918,0.21678,0.22658,0.21024,0.05991,0.23203,0.05447,9690,0.3327141382868937,0.01062951496388029,0.656656346749226,443,0.04289,0.45372,0.03837,0.00677,0.45598,0.00226,2937,0.324140279196459,0.02689819543752128,0.6489615253660197,145,0.08276,0.41379,0.06897,0.01379,0.42069,0.0,317,0.5993690851735016,0.0,0.40063091482649843,1,0.0,1.0,0.0,0.0,0.0,0.0
C18,1007,0.435948361469712,0.0,0.564051638530288,28,0.0,0.5,0.0,0.0,0.5,0.0,3858,0.42068429237947125,0.0,0.5793157076205288,200,0.0,0.5,0.0,0.0,0.5,0.0,7081,0.5531704561502613,0.15520406722214378,0.29162547662759497,744,0.23925,0.23522,0.23925,0.02554,0.23522,0.02554,8649,0.42374841022083476,0.022199098161637183,0.554052491617528,371,0.02156,0.47978,0.02156,0.0,0.47709,0.0,5230,0.36845124282982794,0.01606118546845124,0.6154875717017209,302,0.03311,0.46358,0.0298,0.00662,0.46358,0.00331,304,0.6414473684210527,0.0,0.35855263157894735,9,0.0,0.55556,0.0,0.0,0.44444,0.0
C20,1188,0.39057239057239057,0.0,0.6094276094276094,36,0.0,0.5,0.0,0.0,0.5,0.0,4171,0.35722848237832655,0.0,0.6427715176216735,172,0.0,0.5,0.0,0.0,0.5,0.0,7628,0.5336916622968012,0.08390141583639224,0.3824069218668065,699,0.16309,0.32332,0.15451,0.0186,0.33047,0.01001,10531,0.32580001899154876,0.005032760421612383,0.6691672205868389,646,0.00619,0.49381,0.00619,0.0,0.49381,0.0,3248,0.33004926108374383,0.02247536945812808,0.6474753694581281,184,0.04891,0.45109,0.04891,0.0,0.45109,0.0,341,0.6832844574780058,0.0,0.31671554252199413,7,0.0,0.57143,0.0,0.0,0.42857,0.0
