playerID,allCount,posCount,neuCount,negCount,allTime,posTime,neuTime,negTime,focusTime3,focusEnvTime3,focusPeoTime3,jumpCount3,EnvPeo3,PeoEnv3,PeoUI3,UIPeo3,focusTime4,focusEnvTime4,focusPeoTime4,jumpCount4,EnvPeo4,PeoEnv4,PeoUI4,UIPeo4,focusTime5,focusEnvTime5,focusPeoTime5,jumpCount5,EnvPeo5,PeoEnv5,PeoUI5,UIPeo5,time,process,stopTime,stopCount,stopMeanTime,mean,var,standardMean,meanRate,standardVar,varRate,1-4-value,1-4-time,1-1-value,1-1-time,2-2-value,2-2-time,3-1-value,3-1-time,3-5-value,3-5-time,3-6-value,3-6-time,3-7-value,3-7-time,3-8-value,3-8-time,3-9-value,3-9-time,4-1-value,4-1-time,4-2-value,4-2-time,4-5-value,4-5-time,4-6-value,4-6-time,4-7-value,4-7-time,5-1-value,5-1-time,5-4-value,5-4-time,5-5-value,5-5-time,5-7-value,5-7-time,5-6-value,5-6-time,5-8-value,5-8-time,5-22-value,5-22-time,5-32-value,5-32-time,5-31-value,5-31-time,5-23-value,5-23-time,5-25-value,5-25-time,5-26-value,5-26-time,5-27-value,5-27-time,5-28-value,5-28-time,5-34-value,5-34-time,5-36-value,5-36-time,5-37-value,5-37-time,5-38-value,5-38-time,5-39-value,5-39-time,5-40-value,5-40-time,6-1-value,6-1-time,6-2-value,6-2-time,6-3-value,6-3-time,3-3-value,3-3-time,3-11-value,3-11-time,3-13-value,3-13-time,3-16-value,3-16-time,3-18-value,3-18-time,6-6-value,6-6-time,5-29-value,5-29-time,5-30-value,5-30-time,5-24-value,5-24-time,5-9-value,5-9-time,5-11-value,5-11-time,5-15-value,5-15-time,5-18-value,5-18-time,5-19-value,5-19-time,5-20-value,5-20-time,6-7-value,6-7-time,6-8-value,6-8-time,6-9-value,6-9-time,3-17-value,3-17-time,5-16-value,5-16-time,5-13-value,5-13-time,
C02,47,0.25532,0.19149,0.55319,316.678,0.28523,0.18065,0.53412,4594,0.806486722,0.193513278,311,0.44695,0.44695,0.05145,0.05466,2880,0.95625,0.04375,26,0.5,0.5,0,0,1502,0.940745672,0.059254328,32,0.5,0.5,0,0,13.9,0.585000396,3.1,2,1.55,9.419325199,122.5661915,12.77039645,0.73759,147.2858205,0.83217,-1,11.596,1,5.058,-1,5.906,-1,5.065,-1,4.417,-1,4.767,-1,6.477,,,,,1,9.913,1,5.179,-1,6.667,0,4.266,-1,12.749,1,4.249,-1,6.453,,,,,,,-1,12.304,-1,5.862,,,-1,5.304,-1,3.797,-1,3.476,0,5.73,-1,7.019,-1,7.886,1,10.594,1,11.184,1,13.107,0,8.26,0,7.298,1,8.8,-1,6.11,-1,7.043,0,6.212,,,-1,8.209,-1,5.279,-1,5.774,-1,4.345,-1,4.731,0,4.079,-1,5.578,,,,,,,,,,,,,,,-1,4.22,0,5.996,1,4.909,,,,,,,
C03,38,0.63158,0.18421,0.18421,299.915,0.60742,0.23265,0.15994,5667,0.810834657,0.189165343,482,0.44813,0.43983,0.06017,0.05187,6121,0.97712792,0.02287208,34,0.5,0.47059,0.02941,0,1769,0.988128886,0.011871114,16,0.5,0.4375,0.0625,0,16.6,0.870001495,3.7,2,1.85,17.67427852,299.8068935,17.60565992,1.0039,235.099765,1.27523,-1,5.244,1,4.78,-1,7.59,1,2.729,,,1,4.448,1,9.203,-1,5.767,,,1,4.502,1,3.318,-1,5.555,-1,11.658,1,5.041,-1,6.441,0,7.953,1,13.25,,,1,17.413,,,,,,,,,,,,,,,,,,,0,13.894,0,5.775,0,10.892,0,18.06,1,4.936,1,9.041,1,11.204,1,7.846,1,7.378,1,2.805,1,14.169,1,5.41,1,5.696,1,4.224,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.687,,,,,
C04,39,0.53846,0.28205,0.17949,248.855,0.47238,0.28878,0.23885,3302,0.79436705,0.20563295,278,0.42086,0.41727,0.08273,0.07914,2867,0.972096268,0.027903732,10,0.4,0.4,0.1,0.1,911,0.940724479,0.059275521,18,0.44444,0.5,0,0.05556,14,1,1.2,1,1.2,18.52725151,204.9397775,7.717105321,2.4008,184.8278071,1.10881,1,7.154,1,4.618,-1,12.19,-1,3.265,1,6.798,1,4.693,1,3.449,1,5.221,1,8.231,1,3.701,1,3.176,1,5.108,,,,,1,4.011,0,5.474,1,5.806,,,-1,10.583,0,8.829,,,,,,,,,,,,,0,4.454,0,5.386,0,13.783,0,5.118,1,11.533,1,10.195,0,7.3,0,7.175,-1,4.621,1,3.664,1,6.699,,,,,,,,,,,-1,7.442,,,,,,,-1,17.872,,,,,,,,,,,-1,3.465,0,4.507,1,5.355,,,0,4.43,,,
C05,29,0.75862,0.13793,0.10345,163.229,0.70305,0.19563,0.10132,4193,0.785118054,0.214881946,298,0.40268,0.36913,0.13087,0.09732,5501,0.968369387,0.031630613,40,0.5,0.5,0,0,1588,0.958438287,0.041561713,16,0.4375,0.5,0,0.0625,29.35,1,14.8,6,2.46667,9.876586696,245.026877,14.78232066,0.66814,181.0661103,1.35325,1,7.821,1,3.955,-1,5.141,1,4.056,,,1,3.993,1,3.517,1,4.622,1,4.57,1,3.854,1,6.237,1,7.057,,,,,1,4.654,1,7.073,1,4.365,,,1,4.964,,,,,,,,,,,,,,,,,,,-1,7.641,1,4.507,0,10.719,1,5.851,0,6.132,1,13.162,1,3.904,-1,3.757,0,8.918,1,2.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06,36,0.41667,0.33333,0.25,249.589,0.39371,0.33777,0.26853,4256,0.699718045,0.300281955,294,0.38776,0.38776,0.11224,0.11224,2999,0.937312437,0.062687563,32,0.5,0.5,0,0,1551,0.962604771,0.037395229,30,0.43333,0.5,0,0.06667,12.3,0.920001686,0,0,0,20.29163443,213.8246136,4.889439763,4.15009,63.28723627,3.37864,1,5.823,1,4.484,-1,8.222,1,2.547,,,-1,4.035,1,10.826,1,12.662,1,5.408,1,7.695,-1,8.089,-1,6.768,-1,5.978,1,5.184,1,4.143,-1,4.097,,,,,,,0,5.152,,,,,,,,,,,,,0,9.986,0,5.906,0,6.009,0,5.462,0,12.361,1,12.084,0,3.997,0,4.832,-1,8.287,-1,7.351,-1,14.194,1,3.103,,,,,,,,,1,9.13,,,,,,,0,8.575,,,,,0,8.449,0,5.367,,,,,,,,,,,,,,,
C07,36,0.55556,0.16667,0.27778,218.617,0.60901,0.17388,0.21711,3897,0.794200667,0.205799333,266,0.39098,0.34586,0.15414,0.10902,2561,0.935962515,0.064037485,24,0.5,0.5,0,0,1080,0.911111111,0.088888889,40,0.5,0.475,0.025,0,23.3,0.755001068,4.9,2,2.45,4.62072317,37.35144525,7.276229858,0.63504,31.56056126,1.18348,-1,5.931,1,4.379,-1,5.262,-1,4.789,-1,3.633,-1,5.584,1,5.057,1,4.919,1,5.69,1,7.185,1,8.914,1,15.236,,,,,-1,6.278,1,6.103,-1,3.41,1,5.398,-1,4.408,0,8.793,,,,,,,,,,,,,,,,,0,6.175,0,4.187,1,9.684,0,8.914,0,3.775,1,4.544,1,7.094,1,3.965,1,8.819,,,,,,,,,,,,,,,,,,,1,5.235,1,4.178,,,,,,,,,,,,,,,,,,,,,
C08,42,0.5,0.2619,0.2381,233.011,0.50283,0.29548,0.2017,4531,0.904436107,0.095563893,190,0.44737,0.40526,0.09474,0.05263,3681,0.997826678,0.002173322,8,0.375,0.5,0,0.125,1274,0.991365777,0.008634223,3,0.66667,0.33333,0,0,20.9,0.675000787,12.35,5,2.47,5.838370912,78.90155849,5.694166917,1.02532,62.25405273,1.26741,-1,4.844,1,3.732,-1,5.291,-1,4.026,-1,3.175,1,5.262,1,4.814,1,4.783,1,4.939,1,4.383,1,3.373,1,7.578,,,,,1,10.884,1,3.498,1,3.765,,,-1,7.419,-1,4.709,0,7.531,0,6.541,0,4.453,1,5.297,,,,,0,5.953,0,6.708,0,8.841,0,5.663,1,8.831,0,7.974,0,4.113,1,4.998,-1,4.42,1,1.757,1,5.87,,,,,,,,,,,-1,2.042,,,,,-1,6.741,,,,,,,,,,,,,-1,4.331,0,3.864,1,11.107,,,,,,,
C09,40,0.625,0.175,0.2,271.436,0.67511,0.13799,0.1869,4969,0.823505736,0.176494264,272,0.4375,0.40809,0.09191,0.0625,3148,0.950444727,0.049555273,20,0.5,0.5,0,0,1035,0.965217391,0.034782609,10,0.4,0.4,0.1,0.1,11.15,0.680000782,2.1,1,2.1,18.05646783,290.0844053,16.44909274,1.09772,193.9714873,1.4955,1,10.707,1,3.663,-1,6.727,-1,7.124,1,5.238,1,6.454,-1,5.048,,,,,1,4.417,1,12.053,1,5.98,,,,,1,3.309,0,4.319,1,2.966,,,-1,6.496,0,4.419,,,,,,,,,,,,,1,5.697,,,1,12.96,0,8.003,1,11.484,1,9.485,1,6.971,1,5.469,-1,5.553,-1,6.866,1,17.241,,,1,5.178,1,4.754,1,4.692,-1,4.335,1,3.844,,,,,,,0,7.399,,,,,0,3.72,0,5.086,,,,,,,,,-1,8.582,,,,,
C10,37,0.54054,0.16216,0.2973,209.823,0.52256,0.19671,0.28073,3930,0.80610687,0.19389313,318,0.43396,0.4434,0.0566,0.06604,3351,0.9594151,0.0405849,24,0.5,0.5,0,0,1086,0.991712707,0.008287293,6,0.5,0.5,0,0,15.4,0.555000305,8.25,4,2.0625,11.70184518,339.4677254,13.59769306,0.86058,221.6576143,1.5315,-1,6.59,1,9.267,-1,5.117,-1,4.551,-1,3.062,1,2.116,1,4.741,1,4.973,1,5.344,1,4.92,1,5.091,-1,5.604,-1,5.282,1,6.992,1,5.531,1,3.445,1,4.876,,,-1,4.569,0,5.932,,,,,,,,,,,,,,,,,0,6.268,-1,5.93,0,6.622,0,10.746,0,6.308,1,9.298,1,3.91,1,4.694,1,6.466,,,,,,,,,,,,,,,,,,,1,4.838,1,3.263,,,,,,,,,,,,,,,,,,,,,
C11,43,0.32558,0.30233,0.37209,271.907,0.33747,0.34048,0.32205,4616,0.79592721,0.20407279,356,0.39326,0.35112,0.14888,0.10674,3510,0.939316239,0.060683761,16,0.4375,0.375,0.125,0.0625,1267,0.91554854,0.08445146,30,0.5,0.5,0,0,24.15,1,8.05,4,2.0125,12.67435224,251.557949,10.77134011,1.17667,85.66488196,2.93654,1,25.61,1,3.27,-1,5.242,1,4.147,,,-1,4.425,1,6.682,-1,7.783,,,-1,4.757,,,-1,8.796,-1,6.616,1,6.562,-1,4.543,-1,5.997,,,,,,,0,6.708,,,,,,,,,,,,,0,4.832,0,5.797,0,6.55,-1,4.342,0,7.531,0,12.384,0,8.709,0,6.997,-1,5.688,1,4.579,1,7.425,1,3.615,-1,6.035,1,5.56,-1,6.97,-1,3.737,1,3.71,,,,,,,1,7.054,-1,3.31,-1,4.398,0,4.588,0,14.903,,,,,,,,,,,,,0,4.953,
C12,41,0.19512,0.29268,0.5122,249.783,0.21389,0.3053,0.48081,5061,0.783639597,0.216360403,278,0.44245,0.44604,0.05396,0.05755,2772,0.925324675,0.074675325,16,0.5,0.5,0,0,1131,0.987621574,0.012378426,12,0.41667,0.5,0,0.08333,18,0.655000687,6.9,1,6.9,11.07781762,123.6937729,11.77877492,0.94049,129.2991074,0.95665,-1,5.756,1,5.115,-1,7.719,-1,4.471,-1,3.15,1,8.042,-1,7.211,,,,,1,5.862,1,3.847,-1,7.742,-1,5.209,-1,5.402,-1,5.286,-1,3.642,,,,,,,0,7.708,,,,,,,,,,,,,-1,4.665,0,4.93,0,8.44,-1,4.631,0,9.297,0,6.72,0,4.72,1,8.619,-1,5.489,-1,4.264,0,7.11,,,1,6.282,-1,7.748,-1,4.062,-1,3.681,1,12.172,,,,,,,0,7.665,,,,,0,3.653,-1,10.018,0,6.063,,,,,,,,,,,,,
C13,46,0.28261,0.21739,0.5,209.799,0.26697,0.22399,0.50905,4584,0.80061082,0.19938918,256,0.44922,0.4375,0.0625,0.05078,3479,0.970106352,0.029893648,24,0.5,0.5,0,0,1517,0.951878708,0.048121292,22,0.45455,0.5,0,0.04545,22.15,1,2.3,2,1.15,10.6395964,212.0410029,21.23531494,0.50103,287.5346474,0.73745,1,6.539,1,5.488,1,5.888,-1,3.418,1,3.192,1,4.198,-1,4.215,,,,,1,4.42,-1,3.608,-1,6.953,-1,3.808,-1,5.454,1,3.478,-1,6.341,,,,,,,-1,3.953,0,6.365,0,3.509,-1,4.564,1,3.609,,,,,-1,3.824,-1,3.542,-1,7.273,0,3.433,-1,6.175,0,6.074,0,3.343,0,4.476,-1,5.444,1,3.466,0,3.48,,,1,5.166,-1,4.462,-1,5.031,-1,3.681,-1,4.222,,,,,-1,2.817,,,,,,,,,,,,,-1,3.532,0,7.062,0,4.441,,,,,,,
C15,40,0.45,0.2,0.35,293.263,0.40292,0.24036,0.35672,4283,0.856876021,0.143123979,296,0.41554,0.39189,0.10811,0.08446,3488,0.982224771,0.017775229,20,0.5,0.5,0,0,1093,0.974382434,0.025617566,14,0.5,0.42857,0.07143,0,20.2,0.545000255,11.7,5,2.34,4.808594711,70.17894949,6.262288908,0.76787,52.48521756,1.33712,1,15.86,1,4.086,-1,4.923,-1,5.296,-1,9.611,1,5.984,1,5.85,1,17.746,1,5.25,1,4.287,1,3.062,-1,5.699,-1,3.88,-1,7.927,1,5.242,-1,6.486,,,,,,,-1,4.33,0,13.95,0,3.531,0,5.276,-1,4.153,0,4.487,1,3.898,0,6.996,-1,7.393,-1,9.8,0,4.33,0,22.702,1,7.286,1,6.371,1,11.084,-1,12.84,1,5.334,1,6.659,,,,,,,,,,,1,3.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C16,38,0.68421,0.10526,0.21053,206.355,0.66174,0.10316,0.2351,4329,0.872487872,0.127512128,236,0.45763,0.43644,0.06356,0.04237,3229,0.960359244,0.039640756,14,0.5,0.42857,0.07143,0,1100,0.991818182,0.008181818,10,0.4,0.2,0.3,0.1,17.8,1,4.8,2,2.4,18.19121814,295.0148882,17.32550173,1.04997,165.2882008,1.78485,1,7.286,1,11.864,1,5.721,1,3.065,,,-1,4.902,1,6.203,1,5.164,1,4.639,1,4.98,1,3.515,-1,8.645,-1,8.273,1,4.517,1,6.054,0,6.219,-1,3.967,1,3.82,-1,4.199,0,4.807,,,,,,,,,,,,,,,,,1,5.531,0,5.619,1,8.198,1,8.775,1,3.776,1,4.132,1,4.063,1,3.309,1,6.534,1,3.224,,,,,,,,,,,,,,,,,1,6.641,1,3.287,,,,,,,,,,,,,,,,,,,,,
C17,44,0.52273,0.25,0.22727,236.729,0.48874,0.30317,0.20809,5209,0.754079478,0.245920522,497,0.4004,0.38833,0.11066,0.1006,3327,0.969041178,0.030958822,40,0.475,0.425,0.075,0.025,1031,0.923375364,0.076624636,24,0.5,0.41667,0.08333,0,22.25,1,6.4,3,2.13333,7.062964038,72.59241693,11.15075473,0.63341,111.2068809,0.65277,1,5.91,-1,3.576,-1,6.07,1,2.872,,,1,4.532,-1,5.768,,,,,-1,5.042,,,1,5.492,,,,,-1,4.776,0,3.743,1,3.148,,,-1,4.52,0,4.009,,,,,,,,,,,,,-1,5.64,-1,6.288,0,7.764,0,8.848,0,7.93,0,10.374,1,5.297,1,5.631,1,5.909,1,3.644,1,7.456,1,2.705,1,4.888,1,4.573,1,4.729,1,5.721,,,,,,,,,1,5.487,,,-1,3.932,0,5.874,0,5.587,,,,,,,,,1,11.397,,,,,
C18,49,0.16327,0.2449,0.59184,279.112,0.12078,0.25588,0.62334,5016,0.780901116,0.219098884,394,0.45178,0.45178,0.04822,0.04822,3857,0.950220379,0.049779621,16,0.5,0.5,0,0,2011,0.958229736,0.041770264,22,0.45455,0.40909,0.09091,0.04545,19.4,0.970001876,4.05,3,1.35,6.238322051,34.86321967,11.01657045,0.56627,43.65201553,0.79866,-1,6.015,-1,4.984,-1,4.87,-1,10.404,-1,3.286,1,3.595,-1,8.791,,,,,1,5.05,1,2.965,-1,6.018,0,8.307,1,7.161,1,4.353,-1,5.175,,,,,,,-1,5.497,-1,4.645,,,-1,4.164,-1,3.485,-1,3.712,0,4.053,-1,14.712,-1,9.439,0,6.253,-1,3.721,0,3.517,0,7.464,-1,5.234,0,3.709,-1,3.779,-1,3.512,0,5.548,,,1,5.648,-1,4.8,-1,4.682,-1,3.667,-1,4.62,0,2.969,-1,3.599,,,,,,,,,,,,,,,-1,3.489,0,6.996,0,7.573,,,,,,,
C20,42,0.40476,0.2381,0.35714,239.5,0.38486,0.25894,0.3562,4711,0.864147739,0.135852261,242,0.47107,0.44628,0.05372,0.02893,3484,0.9847876,0.0152124,8,0.5,0.5,0,0,1145,0.936244541,0.063755459,18,0.5,0.5,0,0,19.65,0.765001118,7.25,4,1.8125,11.60497222,259.5093921,8.958978763,1.29535,129.1280939,2.00971,-1,7.887,1,5.799,-1,5.695,1,8.336,,,1,4.081,1,4.716,1,5.052,1,4.952,1,4.75,1,5.519,-1,5.551,-1,4.37,-1,6.341,-1,4.665,0,5.32,-1,7.817,1,3.11,-1,4.186,-1,4.442,0,4.62,0,6.141,0,4.199,-1,3.976,0,2.617,1,3.778,-1,6.552,-1,5.498,0,6.862,0,5.52,0,8.285,0,11.701,1,11.113,1,5.232,1,6.288,-1,4.691,1,5.806,-1,4.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21,41,0.36585,0.29268,0.34146,229.507,0.32683,0.3175,0.35567,3880,0.875773196,0.124226804,196,0.44898,0.42857,0.07143,0.05102,2507,0.97327483,0.02672517,24,0.45833,0.33333,0.16667,0.04167,746,0.95844504,0.04155496,16,0.5,0.4375,0.0625,0,25.9,0.950001836,10.45,5,2.09,7.690313178,108.3499108,6.210190909,1.23834,67.5669719,1.60359,-1,5.603,1,6.378,-1,5.595,-1,8.511,1,3.169,1,4.94,1,6.816,1,5.78,1,5.179,1,5.23,1,4.38,-1,6.584,-1,4.762,-1,4.243,-1,5.121,0,5.751,1,3.165,,,-1,4.499,-1,8.662,0,4.808,-1,3.399,0,5.175,-1,7.702,0,3.448,0,4.431,1,5.493,,,0,8.812,0,4.941,0,9.914,0,10.619,0,5.288,0,4.125,-1,4.178,-1,5.067,1,7.075,,,,,,,,,,,1,4.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C22,38,0.47368,0.26316,0.26316,214.564,0.44531,0.29864,0.25605,4530,0.877041943,0.122958057,192,0.46875,0.45312,0.04688,0.03125,2533,0.979865772,0.020134228,16,0.5,0.375,0.125,0,864,0.989583333,0.010416667,6,0.33333,0.5,0,0.16667,18.35,1,4.65,1,4.65,15.47364618,168.3223019,8.228100586,1.88059,43.65138512,3.85606,-1,5.27,1,4.397,-1,5.121,1,6.609,,,-1,3.895,1,4.51,1,4.075,1,4.325,1,5.322,1,3.223,-1,5.899,-1,4.921,-1,4.383,1,3.448,1,5.72,-1,4.107,1,3.855,-1,6.069,0,5.28,,,,,,,,,,,,,0,6.14,0,6.13,0,10.86,1,5.054,0,7.541,1,7.964,0,6.931,1,7.874,1,8.664,-1,4.035,-1,11.24,1,4.365,,,,,,,,,,,,,,,,,0,5.331,,,,,0,3.877,0,6.564,,,,,,,,,,,,,,,
C24,35,0.6,0.17143,0.22857,308.407,0.62036,0.18443,0.19522,4431,0.809749492,0.190250508,248,0.45565,0.43145,0.06855,0.04435,4569,0.978113373,0.021886627,24,0.5,0.45833,0.04167,0,2377,0.993268826,0.006731174,14,0.35714,0.35714,0.14286,0.14286,12.65,0.680000782,0,0,0,10.07828083,111.4735409,8.588893725,1.17341,137.9510338,0.80807,1,11.681,-1,4.187,1,7.074,1,21.473,,,1,4.79,1,3.065,1,3.936,1,5.775,1,3.18,1,7.901,-1,5.725,-1,4.184,-1,4.265,1,5.388,0,4.498,1,6.719,,,1,10.273,,,,,,,,,,,,,,,,,,,0,13.272,0,18.635,0,7.702,1,17.038,0,4.144,1,8.334,-1,11.927,-1,1.728,1,13.571,1,3.409,,,,,,,,,1,12.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26,43,0.27907,0.23256,0.48837,226.315,0.28058,0.25937,0.46005,4424,0.773056058,0.226943942,294,0.43878,0.41497,0.08503,0.06122,3586,0.982710541,0.017289459,12,0.5,0.5,0,0,1009,0.960356789,0.039643211,14,0.42857,0.5,0,0.07143,22,0.57000035,11.9,3,3.96667,5.467635702,113.9954195,6.414225652,0.85242,101.0546114,1.12806,-1,6.684,1,3.842,-1,5.62,-1,7.613,-1,2.738,-1,3.616,1,6.133,-1,4.561,,,1,4.499,1,3.604,-1,5.262,-1,5.403,-1,5.461,1,7.897,-1,3.455,,,,,,,-1,5.408,0,6.237,0,5.691,-1,4.554,-1,3.576,-1,2.753,0,3.788,0,5.585,-1,5.374,0,7.474,1,3.643,0,10.007,0,6.031,0,2.798,1,4.764,1,4.355,-1,4.055,0,6.602,,,1,5.252,-1,5.397,-1,6.714,-1,4.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C27,43,0.48837,0.18605,0.32558,290.846,0.49541,0.15914,0.34545,3675,0.794829932,0.205170068,206,0.44175,0.40777,0.09223,0.05825,3369,0.950430395,0.049569605,28,0.42857,0.42857,0.07143,0.07143,929,0.897739505,0.102260495,24,0.45833,0.5,0,0.04167,21.15,0.5600003,13.05,5,2.61,7.828914695,126.5819247,12.02480844,0.65106,112.2501871,1.12768,1,7.73,1,5.801,1,6.238,1,7.454,,,1,8.7,1,4.492,1,7.152,1,6.477,1,6.79,1,5.888,-1,5.566,-1,5.556,-1,7.414,-1,15.305,0,4.288,-1,4.587,1,2.607,-1,5.344,-1,11.039,-1,7.497,,,0,8.707,-1,3.687,0,5.031,1,10.84,0,6.752,-1,4.942,-1,6.775,-1,9.502,1,11.306,1,8.468,0,4.032,0,4.117,1,3.976,-1,5.873,1,6.796,1,6.618,,,,,,,,,,,0,5.529,-1,7.386,,,,,,,,,,,,,,,,,,,,,,,,,,,
C28,44,0.40909,0.34091,0.25,355.147,0.38802,0.36885,0.24312,5265,0.778537512,0.221462488,364,0.43132,0.40934,0.09066,0.06868,3224,0.94633995,0.05366005,42,0.5,0.45238,0.04762,0,1016,0.981299213,0.018700787,12,0.41667,0.5,0,0.08333,40.3,0.680000782,26.1,4,6.525,4.559405006,117.7142167,6.806738583,0.66984,51.14331414,2.30165,1,14.193,1,6.331,-1,6.323,1,2.97,,,-1,9.775,1,7.236,-1,10.715,,,1,4.325,1,6.161,-1,7.385,0,12.849,1,6.554,1,8.284,0,7.408,-1,3.157,1,3.465,-1,5.063,0,10.729,,,,,,,,,,,,,-1,6.242,0,4.598,-1,13.581,0,7.365,0,16.549,0,6.664,0,5.11,0,8.864,1,4.042,1,9.705,0,6.081,-1,6.395,-1,13.941,1,7.473,1,8.4,-1,3.768,,,,,,,,,0,8.417,,,,,0,4.114,0,12.87,,,,,,,,,1,16.997,,,,,
C30,42,0.38095,0.28571,0.33333,262.369,0.40604,0.29108,0.30288,4711,0.807471874,0.192528126,248,0.41532,0.41532,0.08468,0.08468,2418,0.964433416,0.035566584,24,0.5,0.41667,0.08333,0,781,0.967989757,0.032010243,8,0.5,0.375,0.125,0,25.5,0.645000637,14.3,3,4.76667,8.996442643,131.3365815,7.275912198,1.23647,132.4069035,0.99192,1,8.108,1,5.09,1,7.239,1,4.319,,,-1,4.425,-1,5.237,,,,,1,4.285,1,2.898,-1,5.16,-1,4.133,1,8.5,1,4.353,-1,4.397,,,,,,,0,6.686,,,,,,,,,,,,,0,7.13,0,6.441,-1,10.196,0,7.107,0,6.997,1,7.752,0,3.405,0,7.685,1,4.53,-1,4.002,0,7.052,-1,9.338,1,8.758,-1,6.26,-1,4.946,-1,5.092,,,,,,,,,0,9.274,,,,,0,4.165,-1,5.194,-1,5.345,,,,,,,,,,,,,
C32,48,0.3125,0.27083,0.41667,316.775,0.27971,0.293,0.42729,5748,0.81506611,0.18493389,356,0.41854,0.41011,0.08989,0.08146,4847,0.963276253,0.036723747,44,0.43182,0.47727,0.02273,0.06818,1331,0.939143501,0.060856499,36,0.44444,0.41667,0.08333,0.05556,18.95,1,7.6,2,3.8,14.07302212,248.8362087,16.39628092,0.85831,237.345356,1.04841,1,12.727,-1,4.373,1,8.264,1,4.096,,,-1,6.607,-1,4.775,,,,,1,4.529,1,4.595,-1,8.398,-1,6.37,1,7.911,1,6.675,0,10.584,-1,5.675,-1,5.964,-1,10.95,-1,8.751,0,5.876,-1,7.94,-1,5.718,-1,3.855,0,4.92,0,4.531,0,7.497,0,7.618,-1,12.539,0,4.331,0,9.064,0,10.263,1,7.007,0,9.355,-1,7.243,-1,5.509,0,7.103,1,3.563,-1,8.75,1,4.688,-1,7.95,-1,4.488,1,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C34,44,0.40909,0.15909,0.43182,220.045,0.42656,0.13859,0.43485,4218,0.807728781,0.192271219,202,0.45545,0.42079,0.07921,0.04455,2478,0.971751412,0.028248588,10,0.5,0.5,0,0,942,1,0,0,0,0,0,0,19.15,1,7.4,2,3.7,18.16927703,229.5162021,5.856319062,3.10251,111.8232905,2.05249,1,6.441,1,4.228,-1,5.228,1,6.046,,,-1,4.148,-1,4.294,,,,,1,4.924,1,3.43,-1,5.391,-1,5.245,1,6.042,1,5.506,-1,5.619,,,,,,,-1,4.709,0,5.565,0,3.608,-1,6.242,-1,3.809,0,2.798,0,3.977,1,4.598,,,-1,5.875,0,5.752,1,7.044,1,6.241,0,3.397,1,5.232,-1,6.488,-1,4.866,1,5.743,1,7.532,1,5.304,-1,5.19,-1,5.109,-1,3.32,-1,3.491,,,,,,,,,,,,,,,,,,,-1,3.992,1,5.352,-1,6.796,,,,,,,
C35,39,0.51282,0.25641,0.23077,212.742,0.47675,0.28914,0.23411,4168,0.852207294,0.147792706,240,0.42083,0.3875,0.1125,0.07917,3173,0.976993382,0.023006618,26,0.46154,0.38462,0.11538,0.03846,958,0.996868476,0.003131524,6,0.5,0.5,0,0,37.7,0.725000978,23.55,2,11.775,2.73590005,31.68957863,6.115347055,0.44738,25.78439695,1.22902,1,5.156,1,3.931,-1,8.154,1,6.18,,,1,5.472,1,5.994,1,4.85,1,4.917,1,6.68,1,4.713,1,8.313,,,,,1,3.837,1,6.976,-1,3.331,1,3.665,-1,6.875,-1,5.13,0,5.51,-1,3.465,-1,4.564,-1,3.828,0,2.848,1,6.086,0,6.308,0,6.236,-1,6.146,0,3.921,0,5.988,0,7.677,0,3.666,0,7.908,1,5.131,1,3.71,1,5.508,1,4.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C36,31,0.70968,0.19355,0.09677,154.493,0.67399,0.20321,0.12281,4198,0.783468318,0.216531682,316,0.43038,0.42089,0.07911,0.06962,2314,0.956352636,0.043647364,28,0.5,0.5,0,0,910,0.98021978,0.01978022,9,0.55556,0.44444,0,0,24.35,0.950001836,9.05,4,2.2625,7.194592131,101.8062893,14.95521763,0.48108,105.2500744,0.96728,1,3.354,1,5.917,-1,5.085,1,3.86,,,1,4.663,1,3.933,1,4.668,1,4.92,1,4.06,1,8.542,-1,5.959,-1,7.929,1,4.184,1,3.306,1,4.132,1,3.443,,,1,6.54,,,,,,,,,,,,,,,,,,,0,5.588,0,3.62,0,5.754,0,5.726,0,5.176,1,5.817,1,3.841,1,3.082,1,6.522,1,4.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
